Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"LandejendomLLandejendom Gl Fjellerupvej 9, Vivild  8961 Allingåbro",2.550.000 kr.,06-11-2025Alm. Salg,215 m² 11.860 kr/m²,6,1900,-5%,Aktuel værdi
RækkehusRRækkehus Folehaven 23  5700 Svendborg,1.300.000 kr.,06-11-2025Alm. Salg,123 m² 10.569 kr/m²,4,1978,-18%,Aktuel værdi
VillaVVilla Tranevej 31  8721 Daugård,1.435.000 kr.,06-11-2025Alm. Salg,136 m² 10.551 kr/m²,5,1976,,Aktuel værdi
"VillaVVilla Banevænget 6, Hammerum  7400 Herning",875.000 kr.,06-11-2025Alm. Salg,133 m² 6.579 kr/m²,3,1943,-7%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Prags Boulevard 52, 4.  2300 København S",4.200.000 kr.,06-11-2025Alm. Salg,74 m² 56.757 kr/m²,3,1937,5%,Aktuel værdi
VillaVVilla Havemøllevej 5  4100 Ringsted,2.550.000 kr.,06-11-2025Alm. Salg,82 m² 31.098 kr/m²,4,1953,,Aktuel værdi
VillaVVilla Sorøvej 13  4171 Glumsø,3.180.000 kr.,06-11-2025Alm. Salg,236 m² 13.475 kr/m²,3,1890,-2%,Aktuel værdi
"VillaVVilla Humletoften 10, Uvelse  3550 Slangerup",2.507.000 kr.,06-11-2025Alm. Salg,132 m² 18.992 kr/m²,4,1978,5%,Aktuel værdi
"VillaVVilla Svendborgvej 83, Ollerup  5762 Vester Skerninge",1.500.000 kr.,06-11-2025Alm. Salg,117 m² 12.821 kr/m²,5,1960,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Malurtvej 23, 1. tv  9000 Aalborg",1.665.000 kr.,06-11-2025Alm. Salg,88 m² 18.920 kr/m²,4,1971,-2%,Aktuel værdi
VillaVVilla H.C. Ørsteds Vej 33  9900 Frederikshavn,1.050.000 kr.,06-11-2025Alm. Salg,159 m² 6.287 kr/m²,6,1980,-34%,Aktuel værdi
"VillaVVilla Bønnetvej 22, Bønnet  4871 Horbelev",395.000 kr.,06-11-2025Alm. Salg,105 m² 3.762 kr/m²,4,1910,,Aktuel værdi
VillaVVilla Bernhard Olsens Vej 8A  2830 Virum,7.000.000 kr.,06-11-2025Alm. Salg,113 m² 61.947 kr/m²,4,1967,-7%,Aktuel værdi
"FritidshusFFritidshus Kronhjortvej 13A, Faarup Klit  9493 Saltum",2.525.000 kr.,06-11-2025Alm. Salg,83 m² 30.422 kr/m²,4,1985,-3%,Aktuel værdi
"FritidshusFFritidshus Bakkehusvej 28, Roe  8643 Ans By",250.000 kr.,06-11-2025Alm. Salg,36 m² 6.944 kr/m²,3,1965,,Aktuel værdi
"FritidshusFFritidshus Tranehalsen 16, Gevninge  4000 Roskilde",1.900.000 kr.,06-11-2025Alm. Salg,86 m² 22.093 kr/m²,4,1974,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Godthåbsgade 47, 1. tv  5000 Odense C",2.350.000 kr.,06-11-2025Fam. Salg,78 m² 30.128 kr/m²,3,1928,,Aktuel værdi
"FritidshusFFritidshus Johs. Jensensvej 6, Høll  7080 Børkop",2.950.000 kr.,06-11-2025Alm. Salg,89 m² 33.146 kr/m²,4,2025,,Aktuel værdi
VillaVVilla Langgade 1  4262 Sandved,11.339.169 kr.,06-11-2025Andet,110 m² 103.083 kr/m²,4,1965,,Aktuel værdi
"VillaVVilla Aagærdet 10, Tved  6000 Kolding",2.675.000 kr.,06-11-2025Alm. Salg,179 m² 14.944 kr/m²,7,1976,-8%,Aktuel værdi
"VillaVVilla Hovedvejen 186, Osted  4320 Lejre",1.800.000 kr.,06-11-2025Alm. Salg,227 m² 7.930 kr/m²,5,1917,,Aktuel værdi
VillaVVilla Dyndved Gade 7  6430 Nordborg,400.000 kr.,06-11-2025Alm. Salg,156 m² 2.564 kr/m²,3,1907,-33%,Aktuel værdi
"FritidshusFFritidshus Opstrupsvej 56, Klegod  6950 Ringkøbing",1.475.000 kr.,06-11-2025Alm. Salg,55 m² 26.818 kr/m²,3,1983,-1%,Aktuel værdi
"VillaVVilla Landtingvej 6, Hanning  6900 Skjern",1.050.000 kr.,06-11-2025Alm. Salg,176 m² 5.966 kr/m²,7,1930,-12%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Langelinie 21, 1.  7100 Vejle",2.195.000 kr.,06-11-2025Alm. Salg,119 m² 18.445 kr/m²,3,1904,,Aktuel værdi
"FritidshusFFritidshus Bukkerupvej 115, Bukkerup  4340 Tølløse",850.000 kr.,06-11-2025Alm. Salg,35 m² 24.286 kr/m²,2,1965,,Aktuel værdi
"VillaVVilla Bøgedalsvænget 5, Bolteskov  5750 Ringe",3.981.000 kr.,06-11-2025Alm. Salg,157 m² 25.357 kr/m²,5,2024,,Aktuel værdi
"VillaVVilla Blichersvej 1, Thorning  8620 Kjellerup",1.000.000 kr.,06-11-2025Alm. Salg,168 m² 5.208 kr/m²,5,1951,-33%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Haderslevvej 51, 1.  6000 Kolding",1.085.000 kr.,06-11-2025Alm. Salg,93 m² 11.667 kr/m²,3,1908,-5%,Aktuel værdi
"RækkehusRRækkehus Storegade 48, 1.  4780 Stege",4.200.000 kr.,06-11-2025Alm. Salg,310 m² 13.548 kr/m²,7,1760,,Aktuel værdi
"FritidshusFFritidshus Møllevænget 12, Øster Hurup  9560 Hadsund",1.534.000 kr.,06-11-2025Alm. Salg,87 m² 17.632 kr/m²,4,2016,-7%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Mindegade 10, 2. 5  7400 Herning",1.230.000 kr.,06-11-2025Alm. Salg,99 m² 12.424 kr/m²,3,1970,-5%,Aktuel værdi
VillaVVilla Vinderød Skov 49B  3300 Frederiksværk,1.020.000 kr.,06-11-2025Fam. Salg,141 m² 7.234 kr/m²,5,1967,,Aktuel værdi
VillaVVilla Nyvang 36  6400 Sønderborg,2.500.000 kr.,06-11-2025Alm. Salg,108 m² 23.148 kr/m²,4,1956,,Aktuel værdi
RækkehusRRækkehus Tranehusene 78  2620 Albertslund,3.123.000 kr.,06-11-2025Alm. Salg,112 m² 27.884 kr/m²,4,1972,4%,Aktuel værdi
VillaVVilla Dalgårdsparken 6  3540 Lynge,1.933.000 kr.,06-11-2025Fam. Salg,79 m² 24.468 kr/m²,3,1960,,Aktuel værdi
"VillaVVilla Hovedvejen 233A, Osted  4320 Lejre",11.339.169 kr.,06-11-2025Andet,150 m² 75.594 kr/m²,5,1919,,Aktuel værdi
VillaVVilla Sønderparken 54  6740 Bramming,2.670.000 kr.,06-11-2025Alm. Salg,161 m² 16.584 kr/m²,5,2008,-1%,Aktuel værdi
VillaVVilla Ringstedvej 70  4173 Fjenneslev,800.000 kr.,06-11-2025Alm. Salg,187 m² 4.278 kr/m²,6,1929,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hovedvejen 235, 1. th, Osted  4320 Lejre",11.339.169 kr.,06-11-2025Andet,55 m² 206.167 kr/m²,1,1865,,Aktuel værdi
VillaVVilla Grønagervej 2  6261 Bredebro,1.000.000 kr.,06-11-2025Andet,125 m² 8.000 kr/m²,3,1969,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Knarreborgvej 1A, 2. tv  2770 Kastrup",4.700.000 kr.,06-11-2025Alm. Salg,109 m² 43.119 kr/m²,4,2006,,Aktuel værdi
"FritidshusFFritidshus Skovkrogen 13, Sælvig  8305 Samsø",1.425.000 kr.,06-11-2025Alm. Salg,85 m² 16.765 kr/m²,4,1973,-5%,Aktuel værdi
RækkehusRRækkehus Gl Banegårdsvej 56  5500 Middelfart,1.350.000 kr.,06-11-2025Alm. Salg,108 m² 12.500 kr/m²,4,1925,-10%,Aktuel værdi
"VillaVVilla Lodkrog 9, Holme-Olstrup  4684 Holmegaard",1.500.000 kr.,06-11-2025Alm. Salg,102 m² 14.706 kr/m²,4,1987,,Aktuel værdi
"FritidshusFFritidshus Laksestien 4, Købingsmark  6430 Nordborg",1.100.000 kr.,06-11-2025Alm. Salg,63 m² 17.460 kr/m²,4,1969,-8%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Herninggade 19, 4. tv  2100 København Ø",2.224.000 kr.,06-11-2025Fam. Salg,65 m² 34.215 kr/m²,2,1935,,Aktuel værdi
RækkehusRRækkehus Digetoften 16  2690 Karlslunde,2.820.000 kr.,06-11-2025Alm. Salg,85 m² 33.176 kr/m²,4,1963,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Frederiksberg Alle 41, 4. 410  1820 Frederiksberg C",3.100.800 kr.,06-11-2025Fam. Salg,57 m² 54.400 kr/m²,2,2020,,Aktuel værdi
"VillaVVilla Højstrupvej 98, Øsløs  7742 Vesløs",650.000 kr.,06-11-2025Alm. Salg,219 m² 2.968 kr/m²,6,1921,,Aktuel værdi
VillaVVilla Løgagervej 33  7480 Vildbjerg,2.100.000 kr.,06-11-2025Alm. Salg,271 m² 7.749 kr/m²,7,1877,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vestergade 70, 1.  5700 Svendborg",1.425.000 kr.,06-11-2025Alm. Salg,126 m² 11.310 kr/m²,4,1900,,Aktuel værdi
"VillaVVilla Hårbølle Bro 35, Hårbølle  4792 Askeby",1.250.000 kr.,06-11-2025Alm. Salg,53 m² 23.585 kr/m²,3,1976,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Haraldsgade 73, st.  2100 København Ø",3.520.000 kr.,06-11-2025Alm. Salg,45 m² 78.222 kr/m²,1,1929,1%,Aktuel værdi
VillaVVilla Gregers Nørgårds Vej 3  9000 Aalborg,4.625.000 kr.,06-11-2025Fam. Salg,228 m² 20.285 kr/m²,7,1972,,Aktuel værdi
"VillaVVilla Gavnøvænget 19, True  8381 Tilst",2.900.000 kr.,06-11-2025Alm. Salg,150 m² 19.333 kr/m²,5,1971,-6%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Halsskovgade 4, 1. 111  2100 København Ø",1.462.000 kr.,06-11-2025Fam. Salg,48 m² 30.458 kr/m²,2,1965,,Aktuel værdi
VillaVVilla Gyvelkrogen 3  3630 Jægerspris,3.250.000 kr.,06-11-2025Alm. Salg,156 m² 20.833 kr/m²,7,1977,-4%,Aktuel værdi
"VillaVVilla Høgevej 2, Kongsted  4683 Rønnede",1.945.000 kr.,06-11-2025Alm. Salg,136 m² 14.301 kr/m²,4,1979,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Nytorv 13B, 4.  4200 Slagelse",2.200.000 kr.,06-11-2025Alm. Salg,195 m² 11.282 kr/m²,7,1922,2%,Aktuel værdi
"VillaVVilla Nibevej 114, th  9200 Aalborg SV",1.200.000 kr.,06-11-2025Alm. Salg,59 m² 20.339 kr/m²,2,1950,-7%,Aktuel værdi
"VillaVVilla Hedegårdsvej 29, Svankjær  7755 Bedsted Thy",420.000 kr.,06-11-2025Alm. Salg,153 m² 2.745 kr/m²,4,1907,-6%,Aktuel værdi
"FritidshusFFritidshus Duevænget 13, Nr Bork  6893 Hemmet",1.540.000 kr.,06-11-2025Alm. Salg,103 m² 14.951 kr/m²,4,2010,-2%,Aktuel værdi
"VillaVVilla Bredgade 22, Øster Højst  6240 Løgumkloster",395.000 kr.,06-11-2025Alm. Salg,197 m² 2.005 kr/m²,8,1946,-17%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Strandlodsvej 25D, 9. th  2300 København S",7.850.000 kr.,06-11-2025Alm. Salg,110 m² 71.364 kr/m²,4,2016,-2%,Aktuel værdi
RækkehusRRækkehus Heslegårdsvej 5  2900 Hellerup,8.950.000 kr.,06-11-2025Alm. Salg,153 m² 58.497 kr/m²,6,1932,-11%,Aktuel værdi
VillaVVilla Fjand Strand 50  6990 Ulfborg,1.320.000 kr.,06-11-2025Alm. Salg,92 m² 14.348 kr/m²,4,2007,-2%,Aktuel værdi
VillaVVilla Plantagen 34  8400 Ebeltoft,2.200.000 kr.,06-11-2025Alm. Salg,151 m² 14.570 kr/m²,6,1987,-4%,Aktuel værdi
"VillaVVilla Storegade 21, Husby  5592 Ejby",1.050.000 kr.,06-11-2025Alm. Salg,170 m² 6.176 kr/m²,5,1958,-30%,Aktuel værdi
RækkehusRRækkehus Græshaven 27  8920 Randers NV,895.000 kr.,06-11-2025Alm. Salg,62 m² 14.435 kr/m²,2,1981,,Aktuel værdi
"FritidshusFFritidshus Pøt Strandby 14, Østrup  7130 Juelsminde",1.129.600 kr.,06-11-2025Fam. Salg,87 m² 12.984 kr/m²,4,1989,,Aktuel værdi
"FritidshusFFritidshus Akelejevej 1, Rødhus  9490 Pandrup",950.000 kr.,06-11-2025Alm. Salg,75 m² 12.667 kr/m²,4,1974,-13%,Aktuel værdi
"RækkehusRRækkehus Hasseløvej 48E, Hasselø  4873 Væggerløse",1.825.000 kr.,06-11-2025Alm. Salg,220 m² 8.295 kr/m²,4,1943,-8%,Aktuel værdi
VillaVVilla Nygårdsparken 22  6740 Bramming,875.000 kr.,06-11-2025Alm. Salg,112 m² 7.813 kr/m²,4,1974,-8%,Aktuel værdi
VillaVVilla Holbækvej 103  4450 Jyderup,1.400.000 kr.,06-11-2025Andet,113 m² 12.389 kr/m²,4,1901,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Robert Jacobsens Vej 74, 7. p8  2300 København S",5.195.000 kr.,06-11-2025Alm. Salg,106 m² 49.009 kr/m²,3,2010,,Aktuel værdi
RækkehusRRækkehus Højdedraget 3A  9530 Støvring,3.000.000 kr.,06-11-2025Alm. Salg,139 m² 21.583 kr/m²,6,2018,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Silkeborggade 34, 2. th  2100 København Ø",3.252.000 kr.,06-11-2025Fam. Salg,73 m² 44.548 kr/m²,2,1913,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hovedvejen 235, 2., Osted  4320 Lejre",11.339.169 kr.,06-11-2025Andet,74 m² 153.232 kr/m²,3,1865,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Esbern Snares Gade 3, 1. tv  1725 København V",3.695.000 kr.,06-11-2025Fam. Salg,64 m² 57.734 kr/m²,3,1902,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Silkeborgvej 178, 1. 1  8000 Aarhus C",1.250.000 kr.,06-11-2025Alm. Salg,33 m² 37.879 kr/m²,1,1939,-3%,Aktuel værdi
"FritidshusFFritidshus Skovbrynet 22, Sæby  4070 Kirke Hyllinge",794.400 kr.,06-11-2025Fam. Salg,60 m² 13.240 kr/m²,3,1969,,Aktuel værdi
"VillaVVilla Amagervej 4, Løgumgårde  6240 Løgumkloster",575.000 kr.,06-11-2025Alm. Salg,140 m² 4.107 kr/m²,4,1951,-3%,Aktuel værdi
"VillaVVilla Agtoftsvej 69B, Ulkebøl  6400 Sønderborg",1.275.000 kr.,06-11-2025Alm. Salg,90 m² 14.167 kr/m²,3,1989,,Aktuel værdi
VillaVVilla Åbrovej 9  8250 Egå,2.700.000 kr.,06-11-2025Alm. Salg,113 m² 23.894 kr/m²,3,1960,-4%,Aktuel værdi
VillaVVilla Floraparken 58  4690 Haslev,2.245.000 kr.,06-11-2025Alm. Salg,117 m² 19.188 kr/m²,4,1977,,Aktuel værdi
"VillaVVilla Holstebrovej Hagebro 284, Hagebro  7800 Skive",150.000 kr.,06-11-2025Alm. Salg,106 m² 1.415 kr/m²,3,1944,,Aktuel værdi
VillaVVilla Korvetvej 27  4040 Jyllinge,1.750.000 kr.,06-11-2025Fam. Salg,145 m² 12.069 kr/m²,5,1971,,Aktuel værdi
"VillaVVilla Langdalsvej 2, Egsmark  8400 Ebeltoft",2.050.000 kr.,06-11-2025Alm. Salg,176 m² 11.648 kr/m²,6,1974,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Magnoliavej 4, 2. tv  2600 Glostrup",2.050.000 kr.,06-11-2025Alm. Salg,63 m² 32.540 kr/m²,3,1946,-2%,Aktuel værdi
"VillaVVilla Møllevangen 4, Ramløse  3200 Helsinge",2.000.000 kr.,06-11-2025Alm. Salg,120 m² 16.667 kr/m²,4,1970,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Blegdalsparken 43, 2. tv  9000 Aalborg",4.998.000 kr.,06-11-2025Alm. Salg,164 m² 30.476 kr/m²,4,1972,,Aktuel værdi
"VillaVVilla Lergravsvej 53, Ll. Grandløse  4300 Holbæk",2.482.400 kr.,06-11-2025Fam. Salg,166 m² 14.954 kr/m²,5,1978,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Frederiksdalsvej 10C, st. tv  2830 Virum",1.817.500 kr.,06-11-2025Alm. Salg,56 m² 32.455 kr/m²,2,1940,-4%,Aktuel værdi
"VillaVVilla Anlægsgade 14, Durup  7870 Roslev",120.000 kr.,06-11-2025Alm. Salg,82 m² 1.463 kr/m²,3,1950,,Aktuel værdi
VillaVVilla N C Hüttels Vej 4  8722 Hedensted,975.000 kr.,06-11-2025Alm. Salg,121 m² 8.058 kr/m²,4,1961,-11%,Aktuel værdi
RækkehusRRækkehus Kildebjerg Bakkevej 27  8680 Ry,3.150.000 kr.,06-11-2025Alm. Salg,114 m² 27.632 kr/m²,4,2016,,Aktuel værdi
FritidshusFFritidshus Drosselvejen 25  4872 Idestrup,1.395.000 kr.,06-11-2025Alm. Salg,65 m² 21.462 kr/m²,4,1977,,Aktuel værdi
"VillaVVilla Toftevej 30, Løjtofte  4900 Nakskov",140.000 kr.,06-11-2025Alm. Salg,101 m² 1.386 kr/m²,4,1900,-20%,Aktuel værdi
RækkehusRRækkehus Østergade 19  2640 Hedehusene,2.730.000 kr.,05-11-2025Alm. Salg,87 m² 31.379 kr/m²,4,1952,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Ørestads Boulevard 57A, 9. 902  2300 København S",5.400.000 kr.,05-11-2025Alm. Salg,136 m² 39.706 kr/m²,3,2005,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed H.C. Ørsteds Vej 20A, 4. tv  1879 Frederiksberg C",8.150.000 kr.,05-11-2025Alm. Salg,106 m² 76.887 kr/m²,5,1902,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vinkelvej 19, 1. 4  3000 Helsingør",6.150.000 kr.,05-11-2025Alm. Salg,47 m² 130.851 kr/m²,2,1937,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lindegårdsvej 11, 4. tv  2920 Charlottenlund",4.900.000 kr.,05-11-2025Alm. Salg,87 m² 56.322 kr/m²,3,1913,-2%,Aktuel værdi
VillaVVilla Kornbakken 15  4700 Næstved,7.375.000 kr.,05-11-2025Alm. Salg,137 m² 53.832 kr/m²,6,1915,,Aktuel værdi
"VillaVVilla Dalbakkevej 24, V Ulslev  4894 Øster Ulslev",65.000 kr.,05-11-2025Alm. Salg,192 m² 339 kr/m²,5,1933,,Aktuel værdi
"FritidshusFFritidshus Løjerthusvej 20, Kulhuse  3630 Jægerspris",2.600.000 kr.,05-11-2025Alm. Salg,92 m² 28.261 kr/m²,4,2006,-5%,Aktuel værdi
VillaVVilla Solvænget 17  3300 Frederiksværk,2.100.000 kr.,05-11-2025Alm. Salg,128 m² 16.406 kr/m²,4,1953,-4%,Aktuel værdi
VillaVVilla Kærmindevej 17  5000 Odense C,2.695.000 kr.,05-11-2025Alm. Salg,105 m² 25.667 kr/m²,5,1950,,Aktuel værdi
VillaVVilla Vestergade 57  9510 Arden,375.000 kr.,05-11-2025Alm. Salg,94 m² 3.989 kr/m²,3,1968,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Uglevej 15, 4. tv  2400 København NV",1.750.000 kr.,05-11-2025Alm. Salg,51 m² 34.314 kr/m²,2,1936,-8%,Aktuel værdi
"FritidshusFFritidshus Skovengen 15, Kulhuse  3630 Jægerspris",1.940.000 kr.,05-11-2025Alm. Salg,121 m² 16.033 kr/m²,4,1965,-2%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Fadet 51, 4. mf  1799 København V",14.500.000 kr.,05-11-2025Alm. Salg,140 m² 103.571 kr/m²,6,2022,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Amager Strandvej 100, 11. th  2300 København S",9.400.000 kr.,05-11-2025Alm. Salg,116 m² 81.034 kr/m²,4,2012,-4%,Aktuel værdi
VillaVVilla Kolby Hovedgade 22  8305 Samsø,259.000 kr.,05-11-2025Alm. Salg,106 m² 2.443 kr/m²,5,1877,,Aktuel værdi
"FritidshusFFritidshus Jens Jensens Vej 67, Søndervig  6950 Ringkøbing",2.372.000 kr.,05-11-2025Fam. Salg,130 m² 18.246 kr/m²,5,1972,,Aktuel værdi
"VillaVVilla Falkensteenvej 1B, Gerlev  4200 Slagelse",2.450.000 kr.,05-11-2025Alm. Salg,250 m² 9.800 kr/m²,9,1911,-2%,Aktuel værdi
VillaVVilla Bregnevej 22  4900 Nakskov,1.460.000 kr.,05-11-2025Alm. Salg,152 m² 9.605 kr/m²,6,1944,-2%,Aktuel værdi
"LandejendomLLandejendom Dyrhøjvej 8, Ørsted  5620 Glamsbjerg",300.000 kr.,05-11-2025Alm. Salg,108 m² 2.778 kr/m²,4,1850,,Aktuel værdi
VillaVVilla Jægervej 2  6052 Viuf,1.100.000 kr.,05-11-2025Alm. Salg,140 m² 7.857 kr/m²,4,1920,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Bakkekrogen 21, st. 4  3460 Birkerød",1.150.000 kr.,05-11-2025Alm. Salg,43 m² 26.744 kr/m²,1,1959,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Pumpehusvej 1, 1., Hummingen  4983 Dannemare",6.450.000 kr.,05-11-2025Alm. Salg,100 m² 64.500 kr/m²,3,1975,,Aktuel værdi
"FritidshusFFritidshus Golfsvinget 4, Gatten  9640 Farsø",1.005.000 kr.,05-11-2025Alm. Salg,77 m² 13.052 kr/m²,3,1981,-8%,Aktuel værdi
RækkehusRRækkehus Korsgade 25  9500 Hobro,900.000 kr.,05-11-2025Alm. Salg,83 m² 10.843 kr/m²,4,1986,,Aktuel værdi
VillaVVilla Lannerparken 57  9200 Aalborg SV,2.530.000 kr.,05-11-2025Alm. Salg,133 m² 19.023 kr/m²,5,1981,-5%,Aktuel værdi
VillaVVilla Ketilstorp Alle 28  2650 Hvidovre,4.500.000 kr.,05-11-2025Alm. Salg,248 m² 18.145 kr/m²,9,1925,,Aktuel værdi
VillaVVilla Kornbakken 37  4700 Næstved,7.375.000 kr.,05-11-2025Alm. Salg,110 m² 67.045 kr/m²,4,1968,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Gammelgårds Alle 9, 2. 23  2665 Vallensbæk Strand",1.564.000 kr.,05-11-2025Alm. Salg,86 m² 18.186 kr/m²,3,1966,,Aktuel værdi
"FritidshusFFritidshus Tops Allé 1, Hummingen  4983 Dannemare",6.450.000 kr.,05-11-2025Alm. Salg,42 m² 153.571 kr/m²,3,2005,,Aktuel værdi
RækkehusRRækkehus Godske Lindenovs Vej 151  9210 Aalborg SØ,1.750.000 kr.,05-11-2025Alm. Salg,118 m² 14.831 kr/m²,4,1974,-3%,Aktuel værdi
"VillaVVilla Peter Danielsvej 5, Østerby  9940 Læsø",625.000 kr.,05-11-2025Alm. Salg,68 m² 9.191 kr/m²,3,1970,-7%,Aktuel værdi
VillaVVilla Sejergårdsvej 16  4340 Tølløse,3.100.000 kr.,05-11-2025Alm. Salg,248 m² 12.500 kr/m²,7,1960,-5%,Aktuel værdi
VillaVVilla Kolby Hovedgade 23  8305 Samsø,117.000 kr.,05-11-2025Alm. Salg,93 m² 1.258 kr/m²,5,1850,,Aktuel værdi
RækkehusRRækkehus Sonnerupvej 79  4682 Tureby,1.600.000 kr.,05-11-2025Alm. Salg,99 m² 16.162 kr/m²,3,1785,-6%,Aktuel værdi
RækkehusRRækkehus Torvegade 24  4970 Rødby,500.000 kr.,05-11-2025Alm. Salg,82 m² 6.098 kr/m²,3,1916,-8%,Aktuel værdi
VillaVVilla Rosenlundsgade 10  9510 Arden,1.470.000 kr.,05-11-2025Alm. Salg,165 m² 8.909 kr/m²,5,1974,-5%,Aktuel værdi
"FritidshusFFritidshus Nygårdstoft 14, Rindby Strand  6720 Fanø",2.120.000 kr.,05-11-2025Alm. Salg,77 m² 27.532 kr/m²,3,1985,-8%,Aktuel værdi
VillaVVilla Solbakkevej 8  9230 Svenstrup J,1.825.000 kr.,05-11-2025Alm. Salg,100 m² 18.250 kr/m²,3,1959,-4%,Aktuel værdi
"VillaVVilla Birkevej 10, Bodilsker  3730 Nexø",1.595.000 kr.,05-11-2025Alm. Salg,228 m² 6.996 kr/m²,7,1967,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Bjelkes Allé 6A, st.  2200 København N",4.850.000 kr.,05-11-2025Alm. Salg,67 m² 72.388 kr/m²,3,1970,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vadholm 3, 1. tv  2800 Kongens Lyngby",996.800 kr.,05-11-2025Fam. Salg,46 m² 21.670 kr/m²,2,1942,,Aktuel værdi
RækkehusRRækkehus Kong Knuds Park 30  2765 Smørum,4.125.000 kr.,05-11-2025Alm. Salg,116 m² 35.560 kr/m²,4,2015,-3%,Aktuel værdi
"FritidshusFFritidshus Hummervej 17, Egsmark  8400 Ebeltoft",4.800.000 kr.,05-11-2025Alm. Salg,78 m² 61.538 kr/m²,4,1986,-3%,Aktuel værdi
VillaVVilla Akacievej 4  8680 Ry,3.935.000 kr.,05-11-2025Alm. Salg,104 m² 37.837 kr/m²,4,2011,,Aktuel værdi
"FritidshusFFritidshus Stauninggårdsvej 11, Gamløse  4305 Orø",389.000 kr.,05-11-2025Fam. Salg,40 m² 9.725 kr/m²,2,1975,,Aktuel værdi
"VillaVVilla Rugmarken 7, Hammerum  7400 Herning",1.672.000 kr.,05-11-2025Fam. Salg,126 m² 13.270 kr/m²,4,1968,,Aktuel værdi
"VillaVVilla Holtvej 9, Holt  6580 Vamdrup",1.025.000 kr.,05-11-2025Alm. Salg,174 m² 5.891 kr/m²,6,1975,-9%,Aktuel værdi
VillaVVilla Marina Fiskenæs Feriepark 133  6300 Gråsten,1.211.000 kr.,05-11-2025Alm. Salg,106 m² 11.425 kr/m²,5,2004,1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vinkelvej 19, 1. 1  3000 Helsingør",6.150.000 kr.,05-11-2025Alm. Salg,46 m² 133.696 kr/m²,2,1937,,Aktuel værdi
VillaVVilla Michael Anchers Vej 9  9000 Aalborg,3.200.000 kr.,05-11-2025Alm. Salg,153 m² 20.915 kr/m²,6,1957,-6%,Aktuel værdi
"FritidshusFFritidshus Stormengevej 16, Landsende  6792 Rømø",1.990.000 kr.,05-11-2025Alm. Salg,75 m² 26.533 kr/m²,4,1967,-5%,Aktuel værdi
VillaVVilla Vingårds Alle 47  2900 Hellerup,15.800.000 kr.,05-11-2025Alm. Salg,183 m² 86.339 kr/m²,6,1925,-10%,Aktuel værdi
VillaVVilla Bentevej 18  9520 Skørping,2.440.000 kr.,05-11-2025Alm. Salg,148 m² 16.486 kr/m²,5,1977,-2%,Aktuel værdi
"FritidshusFFritidshus Granvænget 3, Tofteløkken  5450 Otterup",1.350.000 kr.,05-11-2025Alm. Salg,48 m² 28.125 kr/m²,3,1979,-10%,Aktuel værdi
VillaVVilla Nejstbakken 29  9850 Hirtshals,890.000 kr.,05-11-2025Alm. Salg,94 m² 9.468 kr/m²,3,1978,-5%,Aktuel værdi
"FritidshusFFritidshus Hejrevej 10, Store Sjørup  8950 Ørsted",745.000 kr.,05-11-2025Alm. Salg,76 m² 9.803 kr/m²,4,1987,-7%,Aktuel værdi
